fisher module not installed.  Falling back on scipy.stats.fisher_exact
/Users/rbadgami/go-basic.obo: fmt(1.2) rel(2019-03-19) 47,381 GO Terms
Study: 141 vs. Population 269428

fisher module not installed.  Falling back on scipy.stats.fisher_exact
1 GO IDs in assc. are not found in the GO-DAG: GO:0000991
 28% 75,453 of 269,428 population items found in association
 73%    103 of    141 study items found in association
100%    141 of    141 study items found in population(269428)
Calculating 6,425 uncorrected p-values using fisher_scipy_stats
   6,425 GO terms are associated with 75,453 of 269,428 population items
     508 GO terms are associated with    103 of    141 study items
      29 GO terms found significant (< 0.05=alpha) ( 29 enriched +   0 purified): local bonferroni
      29 GO terms found significant (< 0.05=alpha) ( 29 enriched +   0 purified): local sidak
      29 GO terms found significant (< 0.05=alpha) ( 29 enriched +   0 purified): local holm
      66 GO terms found significant (< 0.05=alpha) ( 66 enriched +   0 purified): statsmodels fdr_bh
    240 of 6,425 results have uncorrected P-values <= 0.05=pval

# Generated by GOATOOLS v0.8.12 (2019-07-27)
# min_ratio=None pval=0.05
GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
.GO:0051179	BP	e	localization                  	13/141	5636/269428	9.52e-06	1	13	0.0611	0.0596	0.0609	0.00191	TraesCS1A02G277100, TraesCS2A02G031600, TraesCS2B02G013000, TraesCS2D02G009100, TraesCS4A02G287900, TraesCS4B02G262900, TraesCS5A02G030900, TraesCS5A02G100600, TraesCS5A02G332300, TraesCS5D02G338200, TraesCS6D02G060200, TraesCS7D02G130800, TraesCSU02G207500
...GO:0043170	BP	e	macromolecule metabolic process	24/141	17252/269428	1.09e-05	3	24	0.0702	0.0684	0.0699	0.00213	TraesCS1A02G086100, TraesCS1A02G152600, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G009300, TraesCS2B02G011400, TraesCS2B02G623400, TraesCS2D02G010200, TraesCS2D02G525700, TraesCS3A02G001500, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS5A02G365400, TraesCS5B02G535400, TraesCS6B02G389200, TraesCS6B02G404500, TraesCS6D02G350000, TraesCS7D02G032700, TraesCS7D02G419300, TraesCS7D02G548400, TraesCSU02G115400
..GO:0006807	BP	e	nitrogen compound metabolic process	25/141	18840/269428	1.55e-05	2	25	0.0998	0.0973	0.0993	0.00285	TraesCS1A02G086100, TraesCS1A02G152600, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G009300, TraesCS2A02G467900, TraesCS2B02G011400, TraesCS2B02G623400, TraesCS2D02G010200, TraesCS2D02G525700, TraesCS3A02G001500, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS4A02G020900, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS5A02G365400, TraesCS5B02G535400, TraesCS6B02G389200, TraesCS6B02G404500, TraesCS6D02G350000, TraesCS7D02G032700, TraesCS7D02G548400, TraesCSU02G115400
.....GO:0048587	BP	e	regulation of short-day photoperiodism, flowering	2/141	15/269428	2.84e-05	7	2	0.183	0.178	0.182	0.00468	TraesCS5A02G166100, TraesCS5D02G170700
....GO:0048585	BP	e	negative regulation of response to stimulus	3/141	158/269428	8.53e-05	4	3	0.548	0.534	0.544	0.0134	TraesCS2A02G199300, TraesCS5A02G166100, TraesCS5D02G170700
...GO:0034641	BP	e	cellular nitrogen compound metabolic process	14/141	8018/269428	8.87e-05	3	14	0.57	0.556	0.566	0.0136	TraesCS1A02G152600, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G009300, TraesCS2B02G623400, TraesCS2D02G010200, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS6D02G350000, TraesCS7D02G032700, TraesCSU02G115400
.....GO:0006412	BP	e	translation                   	6/141	1382/269428	9.8e-05	7	6	0.63	0.614	0.626	0.0144	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS4B02G286300, TraesCSU02G115400
..GO:0032259	BP	e	methylation                   	5/141	860/269428	9.89e-05	2	5	0.636	0.62	0.631	0.0144	TraesCS2A02G324500, TraesCS2A02G467900, TraesCS4A02G301600, TraesCS6B02G022400, TraesCS7B02G190700
.....GO:0043043	BP	e	peptide biosynthetic process  	6/141	1407/269428	0.000108	6	6	0.694	0.676	0.689	0.0154	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS4B02G286300, TraesCSU02G115400
....GO:0006518	BP	e	peptide metabolic process     	6/141	1466/269428	0.000135	5	6	0.866	0.844	0.86	0.0179	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS4B02G286300, TraesCSU02G115400
.......GO:0031425	BP	e	chloroplast RNA processing    	2/141	34/269428	0.000151	8	2	0.969	0.945	0.962	0.0188	TraesCS2A02G009300, TraesCS2D02G010200
.....GO:0043604	BP	e	amide biosynthetic process    	6/141	1500/269428	0.000153	5	6	0.98	0.955	0.972	0.0188	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS4B02G286300, TraesCSU02G115400
.....GO:0006012	BP	e	galactose metabolic process   	2/141	38/269428	0.000189	6	2	1	1	1	0.0229	TraesCS2A02G094500, TraesCS2B02G109700
....GO:0043603	BP	e	cellular amide metabolic process	6/141	1650/269428	0.000254	4	6	1	1	1	0.0276	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS4B02G286300, TraesCSU02G115400
....GO:2000242	BP	e	negative regulation of reproductive process	2/141	46/269428	0.000277	4	2	1	1	1	0.0297	TraesCS5A02G166100, TraesCS5D02G170700
.....GO:0048581	BP	e	negative regulation of post-embryonic development	2/141	50/269428	0.000328	6	2	1	1	1	0.0345	TraesCS5A02G166100, TraesCS5D02G170700
.....GO:0090305	BP	e	nucleic acid phosphodiester bond hydrolysis	3/141	279/269428	0.000452	6	3	1	1	1	0.0447	TraesCS1A02G152600, TraesCS3B02G039600, TraesCS6D02G350000
....GO:0051241	BP	e	negative regulation of multicellular organismal process	2/141	61/269428	0.000488	4	2	1	1	1	0.0475	TraesCS5A02G166100, TraesCS5D02G170700
....GO:0051093	BP	e	negative regulation of developmental process	2/141	64/269428	0.000537	4	2	1	1	1	0.0515	TraesCS5A02G166100, TraesCS5D02G170700
....GO:2000028	BP	e	regulation of photoperiodism, flowering	2/141	66/269428	0.000571	6	2	1	1	1	0.0539	TraesCS5A02G166100, TraesCS5D02G170700
.......GO:0045893	BP	e	positive regulation of transcription, DNA-templated	3/141	312/269428	0.000625	10	3	1	1	1	0.0574	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
........GO:1903508	BP	e	positive regulation of nucleic acid-templated transcription	3/141	320/269428	0.000672	9	3	1	1	1	0.06	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
.......GO:1902680	BP	e	positive regulation of RNA biosynthetic process	3/141	320/269428	0.000672	8	3	1	1	1	0.06	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
......GO:0051254	BP	e	positive regulation of RNA metabolic process	3/141	322/269428	0.000684	7	3	1	1	1	0.0602	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
..GO:0055114	BP	e	oxidation-reduction process   	11/141	6545/269428	0.000706	2	11	1	1	1	0.0604	TraesCS1D02G096300, TraesCS2D02G027600, TraesCS3A02G021900, TraesCS3B02G091400, TraesCS4A02G020900, TraesCS4A02G442500, TraesCS5A02G362400, TraesCS5A02G428200, TraesCS6A02G047500, TraesCS6B02G063400, TraesCS7D02G155400
......GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	3/141	330/269428	0.000735	6	3	1	1	1	0.0613	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
......GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	3/141	341/269428	0.000807	6	3	1	1	1	0.0665	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
......GO:0031328	BP	e	positive regulation of cellular biosynthetic process	3/141	350/269428	0.00087	6	3	1	1	1	0.0708	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
.....GO:0009891	BP	e	positive regulation of biosynthetic process	3/141	354/269428	0.000899	5	3	1	1	1	0.0722	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
....GO:0009059	BP	e	macromolecule biosynthetic process	9/141	4723/269428	0.000915	4	9	1	1	1	0.0726	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS7D02G032700, TraesCSU02G115400
......GO:0010628	BP	e	positive regulation of gene expression	3/141	362/269428	0.000959	6	3	1	1	1	0.0751	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
...GO:0019538	BP	e	protein metabolic process     	15/141	11492/269428	0.00107	4	15	1	1	1	0.0829	TraesCS1A02G086100, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G011400, TraesCS2B02G623400, TraesCS2D02G525700, TraesCS3A02G001500, TraesCS3A02G204000, TraesCS4B02G286300, TraesCS5A02G365400, TraesCS5B02G535400, TraesCS6B02G389200, TraesCS6B02G404500, TraesCS7D02G548400, TraesCSU02G115400
....GO:0042737	BP	e	drug catabolic process        	4/141	874/269428	0.00122	4	4	1	1	1	0.0923	TraesCS1D02G096300, TraesCS2A02G467900, TraesCS6A02G047500, TraesCS6B02G063400
.....GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	3/141	428/269428	0.00155	5	3	1	1	1	0.111	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
......GO:0043686	BP	e	co-translational protein modification	1/141	3/269428	0.00157	7	1	1	1	1	0.111	TraesCS3A02G204000
...GO:1901564	BP	e	organonitrogen compound metabolic process	17/141	13885/269428	0.00157	3	17	1	1	1	0.111	TraesCS1A02G086100, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G467900, TraesCS2B02G011400, TraesCS2B02G623400, TraesCS2D02G525700, TraesCS3A02G001500, TraesCS3A02G204000, TraesCS4A02G020900, TraesCS4B02G286300, TraesCS5A02G365400, TraesCS5B02G535400, TraesCS6B02G389200, TraesCS6B02G404500, TraesCS7D02G548400, TraesCSU02G115400
....GO:0090304	BP	e	nucleic acid metabolic process	9/141	5113/269428	0.00158	5	9	1	1	1	0.111	TraesCS1A02G152600, TraesCS2A02G009300, TraesCS2D02G010200, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS4A02G315700, TraesCS6D02G350000, TraesCS7D02G032700, TraesCSU02G115400
....GO:0044271	BP	e	cellular nitrogen compound biosynthetic process	9/141	5153/269428	0.00166	4	9	1	1	1	0.116	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS7D02G032700, TraesCSU02G115400
.....GO:0010604	BP	e	positive regulation of macromolecule metabolic process	3/141	449/269428	0.00177	5	3	1	1	1	0.121	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
.....GO:0031325	BP	e	positive regulation of cellular metabolic process	3/141	452/269428	0.00181	5	3	1	1	1	0.122	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
....GO:0009664	BP	e	plant-type cell wall organization	2/141	131/269428	0.00222	5	2	1	1	1	0.147	TraesCS1A02G300200, TraesCS1B02G310300
....GO:0009893	BP	e	positive regulation of metabolic process	3/141	492/269428	0.0023	4	3	1	1	1	0.151	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
........GO:0070143	BP	e	mitochondrial alanyl-tRNA aminoacylation	1/141	5/269428	0.00261	12	1	1	1	1	0.168	TraesCSU02G115400
.......GO:0070127	BP	e	tRNA aminoacylation for mitochondrial protein translation	1/141	5/269428	0.00261	11	1	1	1	1	0.168	TraesCSU02G115400
....GO:0034645	BP	e	cellular macromolecule biosynthetic process	8/141	4489/269428	0.00265	5	8	1	1	1	0.168	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS4B02G286300, TraesCS7D02G032700, TraesCSU02G115400
...GO:0048519	BP	e	negative regulation of biological process	4/141	1085/269428	0.00267	3	4	1	1	1	0.168	TraesCS2A02G199300, TraesCS4A02G495800, TraesCS5A02G166100, TraesCS5D02G170700
....GO:1901566	BP	e	organonitrogen compound biosynthetic process	6/141	2654/269428	0.00288	4	6	1	1	1	0.18	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS4B02G286300, TraesCSU02G115400
...GO:0048583	BP	e	regulation of response to stimulus	3/141	551/269428	0.00316	3	3	1	1	1	0.189	TraesCS2A02G199300, TraesCS5A02G166100, TraesCS5D02G170700
...GO:0044249	BP	e	cellular biosynthetic process 	10/141	6986/269428	0.0039	3	10	1	1	1	0.225	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS5B02G102000, TraesCS7D02G032700, TraesCSU02G115400
...GO:0071669	BP	e	plant-type cell wall organization or biogenesis	2/141	180/269428	0.00412	3	2	1	1	1	0.231	TraesCS1A02G300200, TraesCS1B02G310300
...GO:0098869	BP	e	cellular oxidant detoxification	3/141	608/269428	0.00415	3	3	1	1	1	0.231	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
..GO:1990748	BP	e	cellular detoxification       	3/141	611/269428	0.00421	2	3	1	1	1	0.231	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
.GO:0098754	BP	e	detoxification                	3/141	611/269428	0.00421	1	3	1	1	1	0.231	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
....GO:0048522	BP	e	positive regulation of cellular process	3/141	611/269428	0.00421	4	3	1	1	1	0.231	TraesCS3A02G434400, TraesCS4A02G315700, TraesCS7D02G032700
...GO:0071555	BP	e	cell wall organization        	3/141	618/269428	0.00434	4	3	1	1	1	0.237	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS7D02G419300
.....GO:0042744	BP	e	hydrogen peroxide catabolic process	3/141	632/269428	0.00462	6	3	1	1	1	0.244	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
....GO:0042743	BP	e	hydrogen peroxide metabolic process	3/141	632/269428	0.00462	5	3	1	1	1	0.244	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
...GO:0044248	BP	e	cellular catabolic process    	5/141	2044/269428	0.00462	3	5	1	1	1	0.244	TraesCS1D02G096300, TraesCS2A02G467900, TraesCS3B02G039600, TraesCS6A02G047500, TraesCS6B02G063400
...GO:1901576	BP	e	organic substance biosynthetic process	10/141	7164/269428	0.00464	3	10	1	1	1	0.244	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS5B02G102000, TraesCS7D02G032700, TraesCSU02G115400
...GO:0006139	BP	e	nucleobase-containing compound metabolic process	9/141	6054/269428	0.00479	4	9	1	1	1	0.249	TraesCS1A02G152600, TraesCS2A02G009300, TraesCS2D02G010200, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS4A02G315700, TraesCS6D02G350000, TraesCS7D02G032700, TraesCSU02G115400
....GO:0017001	BP	e	antibiotic catabolic process  	3/141	641/269428	0.00481	5	3	1	1	1	0.249	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
....GO:0016999	BP	e	antibiotic metabolic process  	3/141	657/269428	0.00514	4	3	1	1	1	0.264	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
...GO:0045229	BP	e	external encapsulating structure organization	3/141	660/269428	0.00521	3	3	1	1	1	0.264	TraesCS1A02G300200, TraesCS1B02G310300, TraesCS7D02G419300
....GO:0051187	BP	e	cofactor catabolic process    	3/141	676/269428	0.00556	4	3	1	1	1	0.273	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
...GO:0044260	BP	e	cellular macromolecule metabolic process	15/141	13500/269428	0.00563	4	15	1	1	1	0.273	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2B02G011400, TraesCS2B02G623400, TraesCS3A02G001500, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS3B02G039600, TraesCS4B02G286300, TraesCS5A02G365400, TraesCS5B02G535400, TraesCS6B02G404500, TraesCS7D02G032700, TraesCS7D02G419300, TraesCSU02G115400
...GO:2000241	BP	e	regulation of reproductive process	2/141	212/269428	0.00566	3	2	1	1	1	0.273	TraesCS5A02G166100, TraesCS5D02G170700
...GO:0072593	BP	e	reactive oxygen species metabolic process	3/141	681/269428	0.00568	3	3	1	1	1	0.273	TraesCS1D02G096300, TraesCS6A02G047500, TraesCS6B02G063400
.......GO:2000142	BP	e	regulation of DNA-templated transcription, initiation	1/141	11/269428	0.00574	10	1	1	1	1	0.273	TraesCS4A02G315700
......GO:0009071	BP	e	serine family amino acid catabolic process	1/141	12/269428	0.00626	9	1	1	1	1	0.289	TraesCS2A02G467900
.....GO:0006546	BP	e	glycine catabolic process     	1/141	12/269428	0.00626	10	1	1	1	1	0.289	TraesCS2A02G467900
....GO:0019318	BP	e	hexose metabolic process      	2/141	228/269428	0.00651	5	2	1	1	1	0.299	TraesCS2A02G094500, TraesCS2B02G109700
......GO:1900458	BP	e	negative regulation of brassinosteroid mediated signaling pathway	1/141	13/269428	0.00678	7	1	1	1	1	0.301	TraesCS2A02G199300
...GO:0017144	BP	e	drug metabolic process        	4/141	1419/269428	0.00684	3	4	1	1	1	0.301	TraesCS1D02G096300, TraesCS2A02G467900, TraesCS6A02G047500, TraesCS6B02G063400
