fisher module not installed.  Falling back on scipy.stats.fisher_exact
/Users/rbadgami/go-basic.obo: fmt(1.2) rel(2019-03-19) 47,381 GO Terms
Study: 115 vs. Population 269428

fisher module not installed.  Falling back on scipy.stats.fisher_exact
1 GO IDs in assc. are not found in the GO-DAG: GO:0000991
 28% 75,453 of 269,428 population items found in association
 78%     90 of    115 study items found in association
100%    115 of    115 study items found in population(269428)
Calculating 6,425 uncorrected p-values using fisher_scipy_stats
   6,425 GO terms are associated with 75,453 of 269,428 population items
     515 GO terms are associated with     90 of    115 study items
      61 GO terms found significant (< 0.05=alpha) ( 61 enriched +   0 purified): local bonferroni
      63 GO terms found significant (< 0.05=alpha) ( 63 enriched +   0 purified): local sidak
      63 GO terms found significant (< 0.05=alpha) ( 63 enriched +   0 purified): local holm
     131 GO terms found significant (< 0.05=alpha) (131 enriched +   0 purified): statsmodels fdr_bh
    314 of 6,425 results have uncorrected P-values <= 0.05=pval

# Generated by GOATOOLS v0.8.12 (2019-07-27)
# min_ratio=None pval=0.05
GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
..GO:0055114	BP	e	oxidation-reduction process   	17/115	6545/269428	3.19e-09	2	17	2.05e-05	1.99e-05	2.04e-05	9.75e-07	TraesCS1A02G122500, TraesCS2A02G026600, TraesCS2B02G519000, TraesCS2D02G006500, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS3D02G491400, TraesCS5A02G455800, TraesCS5D02G233600, TraesCS5D02G407400, TraesCS6A02G173700, TraesCS6B02G063900, TraesCS6B02G158300, TraesCS6B02G353200, TraesCS6D02G122800, TraesCS7B02G226200, TraesCS7D02G404900
...GO:1901564	BP	e	organonitrogen compound metabolic process	24/115	13885/269428	4.28e-09	3	24	2.75e-05	2.68e-05	2.74e-05	1.19e-06	TraesCS1B02G315700, TraesCS1D02G123700, TraesCS1D02G207000, TraesCS2A02G022700, TraesCS2A02G033600, TraesCS2A02G493600, TraesCS2B02G308500, TraesCS2B02G521600, TraesCS2D02G572600, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS4A02G420600, TraesCS4A02G422100, TraesCS4B02G379500, TraesCS5B02G428400, TraesCS6A02G004500, TraesCS6A02G222800, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G434100, TraesCS7A02G442500, TraesCS7A02G510200, TraesCS7B02G136600, TraesCS7D02G036700
..GO:0006807	BP	e	nitrogen compound metabolic process	28/115	18840/269428	4.72e-09	2	28	3.03e-05	2.95e-05	3.02e-05	1.26e-06	TraesCS1B02G315700, TraesCS1D02G123700, TraesCS1D02G207000, TraesCS2A02G022700, TraesCS2A02G033600, TraesCS2A02G493600, TraesCS2B02G308500, TraesCS2B02G521600, TraesCS2D02G572600, TraesCS3A02G056000, TraesCS3A02G517100, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS4A02G420600, TraesCS4A02G422100, TraesCS4A02G437100, TraesCS4B02G379500, TraesCS5B02G428400, TraesCS6A02G004500, TraesCS6A02G222800, TraesCS6B02G281000, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G434100, TraesCS7A02G442500, TraesCS7A02G510200, TraesCS7B02G136600, TraesCS7D02G036700
....GO:1901605	BP	e	alpha-amino acid metabolic process	7/115	567/269428	6.34e-09	7	7	4.07e-05	3.97e-05	4.06e-05	1.63e-06	TraesCS2A02G493600, TraesCS2B02G308500, TraesCS2B02G521600, TraesCS6A02G222800, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7B02G136600
...GO:0017144	BP	e	drug metabolic process        	9/115	1419/269428	1.3e-08	3	9	8.34e-05	8.13e-05	8.3e-05	3.21e-06	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS2B02G308500, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS3D02G260300, TraesCS4B02G379500, TraesCS6A02G222800, TraesCS6B02G063900
...GO:0051186	BP	e	cofactor metabolic process    	8/115	1141/269428	4e-08	3	8	0.000257	0.000251	0.000256	8.87e-06	TraesCS2A02G493600, TraesCS2B02G521600, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS4A02G420600, TraesCS4B02G379500, TraesCS6B02G063900, TraesCS7A02G442500
...GO:1901575	BP	e	organic substance catabolic process	9/115	1785/269428	9.04e-08	3	9	0.000581	0.000566	0.000578	1.94e-05	TraesCS1D02G123700, TraesCS1D02G207000, TraesCS2A02G022700, TraesCS2A02G033600, TraesCS2A02G493600, TraesCS2B02G521600, TraesCS3D02G260300, TraesCS4B02G043300, TraesCS6A02G222800
....GO:0042737	BP	e	drug catabolic process        	7/115	874/269428	1.19e-07	4	7	0.000767	0.000747	0.000763	2.47e-05	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS3D02G260300, TraesCS6A02G222800, TraesCS6B02G063900
...GO:0044248	BP	e	cellular catabolic process    	9/115	2044/269428	2.8e-07	3	9	0.0018	0.00175	0.00179	5.62e-05	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS2A02G493600, TraesCS2B02G521600, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS3D02G260300, TraesCS6A02G222800, TraesCS6B02G063900
...GO:1901135	BP	e	carbohydrate derivative metabolic process	7/115	999/269428	2.92e-07	3	7	0.00188	0.00183	0.00187	5.69e-05	TraesCS1D02G123700, TraesCS1D02G207000, TraesCS2A02G033600, TraesCS2A02G493600, TraesCS2B02G521600, TraesCS3D02G260300, TraesCS3D02G491400
...GO:0006520	BP	e	cellular amino acid metabolic process	7/115	1042/269428	3.87e-07	6	7	0.00248	0.00242	0.00247	7.31e-05	TraesCS2A02G493600, TraesCS2B02G308500, TraesCS2B02G521600, TraesCS6A02G222800, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7B02G136600
.....GO:0019752	BP	e	carboxylic acid metabolic process	8/115	1898/269428	1.82e-06	5	8	0.0117	0.0114	0.0116	0.000299	TraesCS1D02G123700, TraesCS2A02G493600, TraesCS2B02G308500, TraesCS2B02G521600, TraesCS6A02G222800, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7B02G136600
....GO:0043436	BP	e	oxoacid metabolic process     	8/115	1918/269428	1.96e-06	4	8	0.0126	0.0123	0.0125	0.000315	TraesCS1D02G123700, TraesCS2A02G493600, TraesCS2B02G308500, TraesCS2B02G521600, TraesCS6A02G222800, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7B02G136600
...GO:0006082	BP	e	organic acid metabolic process	8/115	1927/269428	2.03e-06	3	8	0.013	0.0127	0.013	0.000318	TraesCS1D02G123700, TraesCS2A02G493600, TraesCS2B02G308500, TraesCS2B02G521600, TraesCS6A02G222800, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7B02G136600
....GO:0046498	BP	e	S-adenosylhomocysteine metabolic process	2/115	6/269428	2.71e-06	9	2	0.0174	0.0169	0.0173	0.00037	TraesCS2A02G493600, TraesCS2B02G521600
.....GO:0019510	BP	e	S-adenosylhomocysteine catabolic process	2/115	6/269428	2.71e-06	10	2	0.0174	0.0169	0.0173	0.00037	TraesCS2A02G493600, TraesCS2B02G521600
......GO:1901072	BP	e	glucosamine-containing compound catabolic process	3/115	77/269428	5.41e-06	6	3	0.0348	0.0339	0.0345	0.000633	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS3D02G260300
.....GO:0006026	BP	e	aminoglycan catabolic process 	3/115	77/269428	5.41e-06	5	3	0.0348	0.0339	0.0345	0.000633	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS3D02G260300
....GO:0006030	BP	e	chitin metabolic process      	3/115	77/269428	5.41e-06	6	3	0.0348	0.0339	0.0345	0.000633	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS3D02G260300
.....GO:0046348	BP	e	amino sugar catabolic process 	3/115	77/269428	5.41e-06	5	3	0.0348	0.0339	0.0345	0.000633	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS3D02G260300
....GO:0006022	BP	e	aminoglycan metabolic process 	3/115	77/269428	5.41e-06	4	3	0.0348	0.0339	0.0345	0.000633	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS3D02G260300
.....GO:0006032	BP	e	chitin catabolic process      	3/115	77/269428	5.41e-06	7	3	0.0348	0.0339	0.0345	0.000633	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS3D02G260300
.....GO:1901071	BP	e	glucosamine-containing compound metabolic process	3/115	80/269428	6.08e-06	5	3	0.039	0.0381	0.0387	0.000697	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS3D02G260300
.......GO:0046130	BP	e	purine ribonucleoside catabolic process	2/115	9/269428	6.49e-06	9	2	0.0417	0.0406	0.0413	0.000719	TraesCS2A02G493600, TraesCS2B02G521600
......GO:0006152	BP	e	purine nucleoside catabolic process	2/115	9/269428	6.49e-06	8	2	0.0417	0.0406	0.0413	0.000719	TraesCS2A02G493600, TraesCS2B02G521600
....GO:0044036	BP	e	cell wall macromolecule metabolic process	4/115	278/269428	7.01e-06	5	4	0.045	0.0439	0.0446	0.000751	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS3D02G260300, TraesCS7A02G427100
...GO:0006725	BP	e	cellular aromatic compound metabolic process	13/115	6796/269428	7.36e-06	3	13	0.0473	0.0461	0.0468	0.000775	TraesCS1D02G123700, TraesCS2A02G493600, TraesCS2B02G308500, TraesCS2B02G521600, TraesCS3A02G056000, TraesCS3A02G517100, TraesCS4A02G420600, TraesCS4A02G437100, TraesCS4B02G379500, TraesCS6A02G173700, TraesCS6A02G222800, TraesCS6B02G281000, TraesCS7A02G392800
.....GO:0016998	BP	e	cell wall macromolecule catabolic process	3/115	87/269428	7.82e-06	6	3	0.0503	0.049	0.0498	0.000801	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS3D02G260300
..GO:0044281	BP	e	small molecule metabolic process	9/115	3082/269428	7.86e-06	2	9	0.0505	0.0492	0.05	0.000801	TraesCS1D02G123700, TraesCS2A02G493600, TraesCS2B02G308500, TraesCS2B02G521600, TraesCS4B02G379500, TraesCS6A02G222800, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7B02G136600
...GO:1901360	BP	e	organic cyclic compound metabolic process	13/115	6937/269428	9.14e-06	3	13	0.0587	0.0573	0.0582	0.000904	TraesCS1D02G123700, TraesCS2A02G493600, TraesCS2B02G308500, TraesCS2B02G521600, TraesCS3A02G056000, TraesCS3A02G517100, TraesCS4A02G420600, TraesCS4A02G437100, TraesCS4B02G379500, TraesCS6A02G173700, TraesCS6A02G222800, TraesCS6B02G281000, TraesCS7A02G392800
....GO:0006040	BP	e	amino sugar metabolic process 	3/115	98/269428	1.12e-05	4	3	0.0719	0.07	0.0711	0.00105	TraesCS1D02G207000, TraesCS2A02G033600, TraesCS3D02G260300
....GO:0034656	BP	e	nucleobase-containing small molecule catabolic process	2/115	12/269428	1.19e-05	6	2	0.0764	0.0744	0.0756	0.00105	TraesCS2A02G493600, TraesCS2B02G521600
.....GO:1901658	BP	e	glycosyl compound catabolic process	2/115	12/269428	1.19e-05	5	2	0.0764	0.0744	0.0756	0.00105	TraesCS2A02G493600, TraesCS2B02G521600
.....GO:0009164	BP	e	nucleoside catabolic process  	2/115	12/269428	1.19e-05	7	2	0.0764	0.0744	0.0756	0.00105	TraesCS2A02G493600, TraesCS2B02G521600
......GO:0042454	BP	e	ribonucleoside catabolic process	2/115	12/269428	1.19e-05	8	2	0.0764	0.0744	0.0756	0.00105	TraesCS2A02G493600, TraesCS2B02G521600
....GO:0051187	BP	e	cofactor catabolic process    	5/115	676/269428	1.2e-05	4	5	0.0769	0.075	0.0761	0.00105	TraesCS2A02G493600, TraesCS2B02G521600, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS6B02G063900
.....GO:1901607	BP	e	alpha-amino acid biosynthetic process	4/115	327/269428	1.32e-05	8	4	0.0851	0.0829	0.0841	0.00114	TraesCS2B02G308500, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7B02G136600
...GO:0006575	BP	e	cellular modified amino acid metabolic process	3/115	109/269428	1.54e-05	4	3	0.0988	0.0964	0.0977	0.0013	TraesCS2A02G493600, TraesCS2B02G521600, TraesCS7A02G442500
....GO:0008652	BP	e	cellular amino acid biosynthetic process	4/115	391/269428	2.66e-05	7	4	0.171	0.167	0.169	0.00219	TraesCS2B02G308500, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7B02G136600
.....GO:0072523	BP	e	purine-containing compound catabolic process	2/115	18/269428	2.75e-05	5	2	0.177	0.172	0.175	0.00224	TraesCS2A02G493600, TraesCS2B02G521600
.....GO:1901606	BP	e	alpha-amino acid catabolic process	3/115	137/269428	3.05e-05	8	3	0.196	0.191	0.193	0.00245	TraesCS2A02G493600, TraesCS2B02G521600, TraesCS6A02G222800
....GO:0009063	BP	e	cellular amino acid catabolic process	3/115	146/269428	3.68e-05	7	3	0.236	0.231	0.234	0.00292	TraesCS2A02G493600, TraesCS2B02G521600, TraesCS6A02G222800
....GO:0044273	BP	e	sulfur compound catabolic process	2/115	27/269428	6.29e-05	4	2	0.404	0.394	0.399	0.00481	TraesCS2A02G493600, TraesCS2B02G521600
.....GO:0042219	BP	e	cellular modified amino acid catabolic process	2/115	27/269428	6.29e-05	5	2	0.404	0.394	0.399	0.00481	TraesCS2A02G493600, TraesCS2B02G521600
.......GO:0006526	BP	e	arginine biosynthetic process 	2/115	27/269428	6.29e-05	10	2	0.404	0.394	0.399	0.00481	TraesCS7A02G241100, TraesCS7B02G136600
....GO:0016054	BP	e	organic acid catabolic process	3/115	193/269428	8.42e-05	4	3	0.541	0.527	0.534	0.00629	TraesCS2A02G493600, TraesCS2B02G521600, TraesCS6A02G222800
.....GO:0046395	BP	e	carboxylic acid catabolic process	3/115	193/269428	8.42e-05	6	3	0.541	0.527	0.534	0.00629	TraesCS2A02G493600, TraesCS2B02G521600, TraesCS6A02G222800
...GO:0044283	BP	e	small molecule biosynthetic process	5/115	1111/269428	0.000125	3	5	0.801	0.781	0.79	0.00878	TraesCS2B02G308500, TraesCS4B02G379500, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7B02G136600
...GO:0006730	BP	e	one-carbon metabolic process  	2/115	38/269428	0.000126	3	2	0.808	0.787	0.796	0.00878	TraesCS2A02G493600, TraesCS2B02G521600
...GO:0043170	BP	e	macromolecule metabolic process	19/115	17252/269428	0.00013	3	19	0.834	0.813	0.822	0.00896	TraesCS1B02G315700, TraesCS1D02G207000, TraesCS2A02G022700, TraesCS2A02G033600, TraesCS2D02G572600, TraesCS3A02G056000, TraesCS3A02G517100, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS4A02G422100, TraesCS4A02G437100, TraesCS5B02G428400, TraesCS6A02G004500, TraesCS6A02G286900, TraesCS6B02G281000, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7A02G510200, TraesCS7D02G036700
....GO:1901566	BP	e	organonitrogen compound biosynthetic process	7/115	2654/269428	0.000155	4	7	0.996	0.971	0.982	0.0105	TraesCS2B02G308500, TraesCS4A02G420600, TraesCS4B02G379500, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G442500, TraesCS7B02G136600
....GO:0009072	BP	e	aromatic amino acid family metabolic process	3/115	240/269428	0.00016	7	3	1	1	1	0.0107	TraesCS2B02G308500, TraesCS6A02G222800, TraesCS7A02G392800
...GO:0044282	BP	e	small molecule catabolic process	3/115	248/269428	0.000176	3	3	1	1	1	0.0117	TraesCS2A02G493600, TraesCS2B02G521600, TraesCS6A02G222800
......GO:0006525	BP	e	arginine metabolic process    	2/115	47/269428	0.000193	9	2	1	1	1	0.0126	TraesCS7A02G241100, TraesCS7B02G136600
...GO:0044249	BP	e	cellular biosynthetic process 	11/115	6986/269428	0.000212	3	11	1	1	1	0.0136	TraesCS2B02G308500, TraesCS3A02G056000, TraesCS4A02G420600, TraesCS4B02G379500, TraesCS6A02G173700, TraesCS6A02G286900, TraesCS6B02G281000, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G442500, TraesCS7B02G136600
...GO:1901576	BP	e	organic substance biosynthetic process	11/115	7164/269428	0.000262	3	11	1	1	1	0.0167	TraesCS2B02G308500, TraesCS3A02G056000, TraesCS4A02G420600, TraesCS4B02G379500, TraesCS6A02G173700, TraesCS6A02G286900, TraesCS6B02G281000, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G442500, TraesCS7B02G136600
......GO:0009084	BP	e	glutamine family amino acid biosynthetic process	2/115	64/269428	0.000358	9	2	1	1	1	0.0221	TraesCS7A02G241100, TraesCS7B02G136600
..GO:0009058	BP	e	biosynthetic process          	11/115	7587/269428	0.000425	2	11	1	1	1	0.026	TraesCS2B02G308500, TraesCS3A02G056000, TraesCS4A02G420600, TraesCS4B02G379500, TraesCS6A02G173700, TraesCS6A02G286900, TraesCS6B02G281000, TraesCS7A02G241100, TraesCS7A02G392800, TraesCS7A02G442500, TraesCS7B02G136600
....GO:0019439	BP	e	aromatic compound catabolic process	3/115	340/269428	0.000443	4	3	1	1	1	0.0268	TraesCS2A02G493600, TraesCS2B02G521600, TraesCS6A02G222800
...GO:0006790	BP	e	sulfur compound metabolic process	3/115	348/269428	0.000474	3	3	1	1	1	0.0282	TraesCS2A02G493600, TraesCS2B02G521600, TraesCS7A02G442500
....GO:1901361	BP	e	organic cyclic compound catabolic process	3/115	352/269428	0.00049	4	3	1	1	1	0.0289	TraesCS2A02G493600, TraesCS2B02G521600, TraesCS6A02G222800
......GO:0046128	BP	e	purine ribonucleoside metabolic process	2/115	76/269428	0.000504	8	2	1	1	1	0.0292	TraesCS2A02G493600, TraesCS2B02G521600
.....GO:0042278	BP	e	purine nucleoside metabolic process	2/115	76/269428	0.000504	7	2	1	1	1	0.0292	TraesCS2A02G493600, TraesCS2B02G521600
